userID,movieID,rating,year,month,day,Date,actorID,genreMovieID,,,,
52,33437,3.5,2006,10,29,10/29/2006,52,52,,,,
53,39052,3.5,2006,10,29,10/29/2006,53,53,,,,
54,45431,3.5,2006,10,29,10/29/2006,54,54,,,,
55,45722,4.5,2006,10,29,10/29/2006,55,55,,,,
56,17,4,2004,10,10,10/10/2004,56,56,,,,
57,29,4.5,2007,4,16,4/16/2007,57,57,,,,
58,32,5,2004,5,7,5/7/2004,58,58,,,,
59,41,4.5,2004,10,10,10/10/2004,59,59,,,,
60,82,4,2004,5,7,5/7/2004,60,60,,,,
61,101,4.5,2004,7,9,7/9/2004,61,61,,,,
62,110,3.5,2004,7,11,7/11/2004,62,62,,,,
63,111,4,2007,4,16,4/16/2007,63,63,,,,
64,150,4,2004,8,13,8/13/2004,64,64,,,,
65,162,4.5,2004,7,9,7/9/2004,65,65,,,,
66,198,2.5,2004,5,7,5/7/2004,66,66,,,,
67,223,4.5,2004,7,11,7/11/2004,67,67,,,,
68,235,4,2004,7,9,7/9/2004,68,68,,,,
69,260,4,2004,10,21,10/21/2004,69,69,,,,
70,272,5,2004,5,7,5/7/2004,70,70,,,,
71,296,4.5,2004,5,8,5/8/2004,71,71,,,,
72,305,2,2004,10,10,10/10/2004,72,72,,,,
73,314,4,2004,5,7,5/7/2004,73,73,,,,
74,318,4,2004,7,9,7/9/2004,74,74,,,,
75,327,3.5,2004,7,11,7/11/2004,75,75,,,,
76,356,3.5,2004,7,11,7/11/2004,76,76,,,,
77,357,5,2004,7,11,7/11/2004,77,77,,,,
78,468,3.5,2004,5,7,5/7/2004,78,78,,,,
79,480,2.5,2004,7,11,7/11/2004,79,79,,,,
80,497,4,2004,5,7,5/7/2004,80,80,,,,
81,509,4.5,2004,10,10,10/10/2004,81,81,,,,
82,515,4,2004,5,7,5/7/2004,82,82,,,,
83,527,4,2004,5,7,5/7/2004,83,83,,,,
84,541,4.5,2004,5,7,5/7/2004,84,84,,,,
85,562,4.5,2004,11,15,11/15/2004,85,85,,,,
86,589,4,2004,7,9,7/9/2004,86,86,,,,
87,590,4,2004,7,9,7/9/2004,87,87,,,,
88,608,4.5,2004,5,7,5/7/2004,88,88,,,,
89,671,4,2004,7,9,7/9/2004,89,89,,,,
90,720,4.5,2004,7,9,7/9/2004,90,90,,,,
91,728,4,2004,7,9,7/9/2004,91,91,,,,
92,741,4.5,2007,4,16,4/16/2007,92,92,,,,
93,745,5,2004,5,7,5/7/2004,93,93,,,,
94,750,5,2004,5,7,5/7/2004,94,94,,,,
95,760,4,2004,7,11,7/11/2004,95,95,,,,
96,778,5,2004,5,7,5/7/2004,96,96,,,,
97,780,2.5,2004,5,7,5/7/2004,97,97,,,,
98,800,4,2004,7,9,7/9/2004,98,98,,,,
99,858,4,2004,7,9,7/9/2004,99,99,,,,
100,903,4,2004,7,9,7/9/2004,100,100,,,,
101,904,4.5,2004,7,9,7/9/2004,101,101,,,,
102,908,4.5,2004,7,9,7/9/2004,102,102,,,,
103,909,3.5,2004,11,10,11/10/2004,103,103,,,,
104,912,4.5,2004,7,9,7/9/2004,104,104,,,,
105,920,4.5,2004,7,9,7/9/2004,105,105,,,,
106,923,4,2004,7,9,7/9/2004,106,106,,,,
107,924,5,2004,5,7,5/7/2004,107,107,,,,
108,969,4.5,2004,5,7,5/7/2004,108,108,,,,
109,994,4.5,2004,5,7,5/7/2004,109,109,,,,
110,1019,3.5,2004,7,11,7/11/2004,110,110,,,,
111,1041,4.5,2004,5,7,5/7/2004,111,111,,,,
112,1060,4.5,2004,5,7,5/7/2004,112,112,,,,
113,1073,3.5,2004,5,7,5/7/2004,113,113,,,,
114,1077,5,2004,5,7,5/7/2004,114,114,,,,
115,1079,4.5,2004,5,7,5/7/2004,115,115,,,,
116,1080,5,2004,5,7,5/7/2004,116,116,,,,
117,1084,4,2004,7,9,7/9/2004,117,117,,,,
118,1085,4.5,2004,10,10,10/10/2004,118,118,,,,
119,1089,4.5,2004,5,7,5/7/2004,119,119,,,,
120,1090,4,2004,5,7,5/7/2004,120,120,,,,
121,1095,5,2004,5,7,5/7/2004,121,121,,,,
122,1097,3,2004,7,11,7/11/2004,122,122,,,,
123,1129,3,2004,5,7,5/7/2004,123,123,,,,
124,1136,4.5,2004,5,7,5/7/2004,124,124,,,,
125,1148,5,2004,5,7,5/7/2004,125,125,,,,
126,1150,4.5,2004,5,7,5/7/2004,126,126,,,,
127,1161,4.5,2004,5,7,5/7/2004,127,127,,,,
128,1172,4.5,2004,5,7,5/7/2004,128,128,,,,
129,1175,4.5,2007,4,16,4/16/2007,129,129,,,,
130,1178,5,2004,7,11,7/11/2004,130,130,,,,
131,1179,4,2004,5,7,5/7/2004,131,131,,,,
132,1183,3.5,2004,7,11,7/11/2004,132,132,,,,
133,1185,4.5,2004,5,7,5/7/2004,133,133,,,,
134,1186,4,2004,10,10,10/10/2004,134,134,,,,
135,1188,4.5,2004,5,7,5/7/2004,135,135,,,,
136,1189,5,2004,5,7,5/7/2004,136,136,,,,
137,1193,5,2004,5,7,5/7/2004,137,137,,,,
138,1196,3.5,2004,10,21,10/21/2004,138,138,,,,
139,1197,4.5,2004,5,7,5/7/2004,139,139,,,,
140,1198,4,2004,5,8,5/8/2004,140,140,,,,
141,1199,5,2004,5,7,5/7/2004,141,141,,,,
142,1200,4,2004,5,7,5/7/2004,142,142,,,,
143,1201,4,2004,5,7,5/7/2004,143,143,,,,
144,1202,5,2004,5,7,5/7/2004,144,144,,,,
145,1206,5,2004,5,7,5/7/2004,145,145,,,,
146,1207,4.5,2004,7,9,7/9/2004,146,146,,,,
147,1208,4.5,2004,7,9,7/9/2004,147,147,,,,
148,1210,2.5,2004,10,21,10/21/2004,148,148,,,,
149,1211,4.5,2004,5,7,5/7/2004,149,149,,,,
150,1214,5,2004,5,7,5/7/2004,150,150,,,,
151,1215,4,2004,5,7,5/7/2004,151,151,,,,
152,1217,5,2004,5,7,5/7/2004,152,152,,,,
153,1219,4.5,2004,5,7,5/7/2004,153,153,,,,
154,1220,4.5,2004,5,7,5/7/2004,154,154,,,,
155,1222,5,2004,7,11,7/11/2004,155,155,,,,
156,1223,4,2004,5,7,5/7/2004,156,156,,,,
157,1225,4.5,2004,5,7,5/7/2004,157,157,,,,
158,1230,4,2004,7,9,7/9/2004,158,158,,,,
159,1232,5,2004,5,7,5/7/2004,159,159,,,,
160,1233,4.5,2004,7,9,7/9/2004,160,160,,,,
161,1234,4,2004,7,11,7/11/2004,161,161,,,,
162,1238,4,2004,7,9,7/9/2004,162,162,,,,
163,1240,4.5,2004,5,7,5/7/2004,163,163,,,,
164,1243,5,2004,5,7,5/7/2004,164,164,,,,
165,1244,4.5,2004,7,9,7/9/2004,165,165,,,,
166,1245,4.5,2004,5,7,5/7/2004,166,166,,,,
167,1246,4,2004,7,9,7/9/2004,167,167,,,,
168,1247,4.5,2004,7,11,7/11/2004,168,168,,,,
169,1248,4,2004,7,9,7/9/2004,169,169,,,,
170,1250,4,2004,7,9,7/9/2004,170,170,,,,
171,1252,5,2004,5,7,5/7/2004,171,171,,,,
172,1253,4.5,2004,5,7,5/7/2004,172,172,,,,
173,1254,4.5,2004,5,7,5/7/2004,173,173,,,,
174,1258,4.5,2004,7,9,7/9/2004,174,174,,,,
175,1259,4.5,2004,5,7,5/7/2004,175,175,,,,
176,1262,4.5,2004,5,7,5/7/2004,176,176,,,,
177,1265,4.5,2004,11,18,11/18/2004,177,177,,,,
178,1267,4.5,2004,5,7,5/7/2004,178,178,,,,
179,1270,4,2004,7,9,7/9/2004,179,179,,,,
180,1272,4.5,2004,5,7,5/7/2004,180,180,,,,
181,1273,4.5,2004,7,9,7/9/2004,181,181,,,,
182,1274,4.5,2004,5,7,5/7/2004,182,182,,,,
183,1276,4.5,2004,5,7,5/7/2004,183,183,,,,
184,1278,5,2004,7,9,7/9/2004,184,184,,,,
185,1279,3.5,2004,7,11,7/11/2004,185,185,,,,
186,1285,4,2004,5,7,5/7/2004,186,186,,,,
187,1287,4,2004,5,7,5/7/2004,187,187,,,,
188,1288,5,2004,5,7,5/7/2004,188,188,,,,
189,1292,4.5,2004,5,7,5/7/2004,189,189,,,,
190,1295,4,2004,5,7,5/7/2004,190,190,,,,
191,1296,4.5,2004,7,9,7/9/2004,191,191,,,,
192,1299,4.5,2004,5,7,5/7/2004,192,192,,,,
193,1300,4.5,2004,5,7,5/7/2004,193,193,,,,
194,1301,4.5,2004,5,7,5/7/2004,194,194,,,,
195,1304,4.5,2004,7,11,7/11/2004,195,195,,,,
196,1306,3,2007,4,16,4/16/2007,196,196,,,,
197,1307,4,2004,7,11,7/11/2004,197,197,,,,
198,1320,2.5,2004,7,11,7/11/2004,198,198,,,,
199,1343,3.5,2004,5,7,5/7/2004,199,199,,,,
200,1346,4,2004,10,10,10/10/2004,200,200,,,,
201,1358,4.5,2004,7,9,7/9/2004,201,201,,,,
202,1374,3,2004,7,11,7/11/2004,202,202,,,,
203,1387,4.5,2004,5,7,5/7/2004,203,203,,,,
204,1391,4.5,2004,5,7,5/7/2004,204,204,,,,
205,1394,3.5,2004,5,7,5/7/2004,205,205,,,,
206,1449,5,2004,5,7,5/7/2004,206,206,,,,
207,1500,4.5,2004,5,7,5/7/2004,207,207,,,,
208,1517,4,2004,7,11,7/11/2004,208,208,,,,
209,1573,2,2004,5,7,5/7/2004,209,209,,,,
210,1617,3.5,2004,5,7,5/7/2004,210,210,,,,
211,1629,4.5,2004,10,10,10/10/2004,211,211,,,,
212,1641,4.5,2004,5,7,5/7/2004,212,212,,,,
213,1653,4,2004,5,7,5/7/2004,213,213,,,,
214,1663,4,2004,5,7,5/7/2004,214,214,,,,
215,1674,4.5,2004,7,9,7/9/2004,215,215,,,,
216,1676,2.5,2004,7,11,7/11/2004,216,216,,,,
217,1682,4,2004,5,7,5/7/2004,217,217,,,,
218,1694,4,2004,5,7,5/7/2004,218,218,,,,
219,1732,3.5,2004,7,11,7/11/2004,219,219,,,,
220,1794,4.5,2004,7,11,7/11/2004,220,220,,,,
221,1834,4,2004,5,7,5/7/2004,221,221,,,,
222,1885,4.5,2004,7,11,7/11/2004,222,222,,,,
223,1904,3.5,2004,10,10,10/10/2004,223,223,,,,
224,1913,4.5,2004,5,7,5/7/2004,224,224,,,,
225,1916,4.5,2004,10,10,10/10/2004,225,225,,,,
226,1921,4.5,2004,7,9,7/9/2004,226,226,,,,
227,1923,4,2004,7,11,7/11/2004,227,227,,,,
228,1931,4.5,2004,5,7,5/7/2004,228,228,,,,
229,1952,4.5,2004,10,10,10/10/2004,229,229,,,,
230,1953,4.5,2004,5,7,5/7/2004,230,230,,,,
231,1957,3.5,2004,5,7,5/7/2004,231,231,,,,
232,1960,4,2004,5,7,5/7/2004,232,232,,,,
233,1963,4,2004,11,10,11/10/2004,233,233,,,,
234,1965,5,2004,5,7,5/7/2004,234,234,,,,
235,1968,3,2004,7,11,7/11/2004,235,235,,,,
236,2009,4,2004,7,9,7/9/2004,236,236,,,,
237,2010,4,2004,7,9,7/9/2004,237,237,,,,
238,2021,3,2004,10,10,10/10/2004,238,238,,,,
239,2028,3.5,2004,10,10,10/10/2004,239,239,,,,
240,2064,4.5,2004,7,9,7/9/2004,240,240,,,,
241,2076,5,2004,5,7,5/7/2004,241,241,,,,
242,2100,4,2004,10,10,10/10/2004,242,242,,,,
243,2105,3.5,2004,5,7,5/7/2004,243,243,,,,
244,2108,4,2004,10,10,10/10/2004,244,244,,,,
245,2109,3.5,2004,5,7,5/7/2004,245,245,,,,
246,2117,5,2004,5,7,5/7/2004,246,246,,,,
247,2140,2,2004,5,7,5/7/2004,247,247,,,,
248,2144,3.5,2004,7,11,7/11/2004,248,248,,,,
249,2150,4,2004,5,7,5/7/2004,249,249,,,,
250,2174,4.5,2004,7,11,7/11/2004,250,250,,,,
251,2176,4.5,2004,5,7,5/7/2004,251,251,,,,
252,2186,4.5,2004,5,7,5/7/2004,252,252,,,,
253,2232,4.5,2004,5,7,5/7/2004,253,253,,,,
254,2248,4.5,2004,5,7,5/7/2004,254,254,,,,
255,2287,3.5,2004,5,7,5/7/2004,255,255,,,,
256,2288,2.5,2004,10,10,10/10/2004,256,256,,,,
257,2289,4,2004,5,7,5/7/2004,257,257,,,,
258,2290,4.5,2004,7,11,7/11/2004,258,258,,,,
259,2291,4.5,2004,10,10,10/10/2004,259,259,,,,
260,2294,3.5,2004,10,10,10/10/2004,260,260,,,,
261,2300,4,2004,11,26,11/26/2004,261,261,,,,
262,2316,2.5,2004,10,10,10/10/2004,262,262,,,,
263,2321,3.5,2004,5,7,5/7/2004,263,263,,,,
264,2324,4.5,2004,5,7,5/7/2004,264,264,,,,
265,2333,4.5,2004,7,9,7/9/2004,265,265,,,,
266,2346,4,2004,5,7,5/7/2004,266,266,,,,
267,2359,4.5,2004,5,7,5/7/2004,267,267,,,,
268,2360,4.5,2004,5,7,5/7/2004,268,268,,,,
269,2387,3.5,2004,10,10,10/10/2004,269,269,,,,
270,2390,5,2004,5,7,5/7/2004,270,270,,,,
271,2395,4,2004,5,7,5/7/2004,271,271,,,,
272,2396,4.5,2004,10,10,10/10/2004,272,272,,,,
273,2402,2,2004,7,11,7/11/2004,273,273,,,,
274,2406,3.5,2004,10,10,10/10/2004,274,274,,,,
275,2420,2.5,2004,10,10,10/10/2004,275,275,,,,
276,2427,4.5,2004,7,9,7/9/2004,276,276,,,,
277,2435,4.5,2004,10,10,10/10/2004,277,277,,,,
278,2455,4.5,2004,5,7,5/7/2004,278,278,,,,
279,2502,5,2004,5,7,5/7/2004,279,279,,,,
280,2527,3.5,2004,5,7,5/7/2004,280,280,,,,
281,2528,4,2004,10,10,10/10/2004,281,281,,,,
282,2529,4.5,2004,5,7,5/7/2004,282,282,,,,
283,2530,3.5,2004,7,11,7/11/2004,283,283,,,,
284,2532,2,2004,7,11,7/11/2004,284,284,,,,
285,2533,1.5,2004,5,7,5/7/2004,285,285,,,,
286,2542,4,2004,11,15,11/15/2004,286,286,,,,
287,2571,5,2004,5,7,5/7/2004,287,287,,,,
288,2600,3,2004,5,7,5/7/2004,288,288,,,,
289,2662,4.5,2004,5,7,5/7/2004,289,289,,,,
290,2664,4,2004,5,7,5/7/2004,290,290,,,,
291,2671,3.5,2004,5,7,5/7/2004,291,291,,,,
292,2672,4,2004,7,11,7/11/2004,292,292,,,,
293,2677,4.5,2004,5,7,5/7/2004,293,293,,,,
294,2692,4.5,2004,5,7,5/7/2004,294,294,,,,
295,2701,2.5,2004,7,11,7/11/2004,295,295,,,,
296,2706,2.5,2004,7,9,7/9/2004,296,296,,,,
297,2710,3.5,2004,10,10,10/10/2004,297,297,,,,
298,2716,4.5,2004,7,9,7/9/2004,298,298,,,,
299,2723,4.5,2004,10,10,10/10/2004,299,299,,,,
300,2747,3,2004,10,10,10/10/2004,300,300,,,,
301,2761,4.5,2004,5,7,5/7/2004,301,301,,,,
302,2762,4,2004,5,7,5/7/2004,302,302,,,,
303,2779,4.5,2004,7,11,7/11/2004,303,303,,,,
304,2791,4.5,2004,5,7,5/7/2004,304,304,,,,
305,2840,3.5,2004,7,9,7/9/2004,305,305,,,,
306,2858,4.5,2004,7,9,7/9/2004,306,306,,,,
307,2912,4.5,2004,10,10,10/10/2004,307,307,,,,
308,2916,4,2004,7,9,7/9/2004,308,308,,,,
309,2917,4,2004,5,7,5/7/2004,309,309,,,,
310,2918,4.5,2004,5,7,5/7/2004,310,310,,,,
311,2919,4.5,2004,5,7,5/7/2004,311,311,,,,
312,2929,5,2004,10,10,10/10/2004,312,312,,,,
313,2944,4,2004,5,7,5/7/2004,313,313,,,,
314,2947,3.5,2004,5,7,5/7/2004,314,314,,,,
315,2959,3.5,2004,5,7,5/7/2004,315,315,,,,
316,2968,4.5,2004,7,9,7/9/2004,316,316,,,,
317,2970,4,2004,5,7,5/7/2004,317,317,,,,
318,2973,4.5,2004,5,7,5/7/2004,318,318,,,,
319,2985,4,2004,7,11,7/11/2004,319,319,,,,
320,2997,4.5,2004,5,7,5/7/2004,320,320,,,,
321,3045,4,2004,10,10,10/10/2004,321,321,,,,
322,3052,4,2004,5,7,5/7/2004,322,322,,,,
323,3060,4,2004,5,7,5/7/2004,323,323,,,,
324,3067,4.5,2004,7,11,7/11/2004,324,324,,,,
325,3070,4,2007,4,16,4/16/2007,325,325,,,,
326,3072,4,2004,7,11,7/11/2004,326,326,,,,
327,3090,4.5,2004,5,7,5/7/2004,327,327,,,,
328,3104,4.5,2004,5,7,5/7/2004,328,328,,,,
329,3135,4,2004,5,7,5/7/2004,329,329,,,,
330,3163,4,2004,5,7,5/7/2004,330,330,,,,
331,3168,3.5,2004,10,10,10/10/2004,331,331,,,,
332,3175,4.5,2004,7,9,7/9/2004,332,332,,,,
333,3198,4.5,2004,5,7,5/7/2004,333,333,,,,
334,3201,4.5,2004,7,9,7/9/2004,334,334,,,,
335,3210,4.5,2004,7,11,7/11/2004,335,335,,,,
336,3253,4,2004,5,7,5/7/2004,336,336,,,,
337,3265,4.5,2004,5,7,5/7/2004,337,337,,,,
338,3271,4.5,2004,10,10,10/10/2004,338,338,,,,
339,3326,4,2004,7,11,7/11/2004,339,339,,,,
340,3328,4.5,2004,5,7,5/7/2004,340,340,,,,
341,3334,4,2004,7,9,7/9/2004,341,341,,,,
342,3338,4,2004,5,7,5/7/2004,342,342,,,,
343,3359,5,2004,5,7,5/7/2004,343,343,,,,
344,3363,4,2004,7,11,7/11/2004,344,344,,,,
345,3397,4.5,2004,7,11,7/11/2004,345,345,,,,
346,3418,3.5,2004,5,7,5/7/2004,346,346,,,,
347,3421,4.5,2004,5,7,5/7/2004,347,347,,,,
348,3424,4.5,2004,5,7,5/7/2004,348,348,,,,
349,3429,4.5,2004,7,9,7/9/2004,349,349,,,,
350,3441,2.5,2004,7,11,7/11/2004,350,350,,,,
351,3448,4,2004,7,11,7/11/2004,351,351,,,,
352,3470,4.5,2004,7,9,7/9/2004,352,352,,,,
353,3471,3.5,2004,5,7,5/7/2004,353,353,,,,
354,3481,4.5,2004,5,7,5/7/2004,354,354,,,,
355,3503,5,2004,5,7,5/7/2004,355,355,,,,
356,3504,3.5,2004,5,8,5/8/2004,356,356,,,,
357,3521,3.5,2004,5,7,5/7/2004,357,357,,,,
358,3527,4,2004,5,7,5/7/2004,358,358,,,,
359,3552,3,2004,7,11,7/11/2004,359,359,,,,
360,3608,5,2004,5,7,5/7/2004,360,360,,,,
361,3638,2.5,2004,7,11,7/11/2004,361,361,,,,
362,3658,4,2004,5,7,5/7/2004,362,362,,,,
363,3671,4,2004,7,30,7/30/2004,363,363,,,,
364,3676,4.5,2004,10,10,10/10/2004,364,364,,,,
365,3683,4,2004,5,7,5/7/2004,365,365,,,,
366,3698,2,2004,7,11,7/11/2004,366,366,,,,
367,3701,3.5,2004,7,11,7/11/2004,367,367,,,,
368,3702,4,2004,5,7,5/7/2004,368,368,,,,
369,3703,4,2004,5,7,5/7/2004,369,369,,,,
370,3706,4.5,2004,10,10,10/10/2004,370,370,,,,
371,3751,4.5,2004,5,7,5/7/2004,371,371,,,,
372,3755,4,2004,7,9,7/9/2004,372,372,,,,
373,3793,4,2004,5,7,5/7/2004,373,373,,,,
374,3811,5,2004,5,7,5/7/2004,374,374,,,,
375,3814,4.5,2004,5,7,5/7/2004,375,375,,,,
376,3819,4.5,2004,5,7,5/7/2004,376,376,,,,
377,3836,4.5,2004,7,11,7/11/2004,377,377,,,,
378,3863,4,2004,7,11,7/11/2004,378,378,,,,
379,3911,4.5,2004,5,7,5/7/2004,379,379,,,,
380,3925,4.5,2004,7,11,7/11/2004,380,380,,,,
381,3927,3,2004,7,11,7/11/2004,381,381,,,,
382,3959,4.5,2004,5,7,5/7/2004,382,382,,,,
383,3967,4.5,2004,7,9,7/9/2004,383,383,,,,
384,3996,3,2004,5,7,5/7/2004,384,384,,,,
385,4027,4.5,2004,7,9,7/9/2004,385,385,,,,
386,4034,4.5,2004,5,7,5/7/2004,386,386,,,,
387,4042,2.5,2004,7,11,7/11/2004,387,387,,,,
388,4085,4,2004,7,11,7/11/2004,388,388,,,,
389,4119,4.5,2007,4,22,4/22/2007,389,389,,,,
390,4131,4,2004,7,11,7/11/2004,390,390,,,,
391,4223,5,2004,5,7,5/7/2004,391,391,,,,
392,4226,5,2004,5,7,5/7/2004,392,392,,,,
393,4276,3.5,2004,10,10,10/10/2004,393,393,,,,
394,4278,4,2004,5,7,5/7/2004,394,394,,,,
395,4280,3.5,2004,7,11,7/11/2004,395,395,,,,
396,4310,2.5,2004,7,11,7/11/2004,396,396,,,,
397,4333,3.5,2004,10,10,10/10/2004,397,397,,,,
398,4338,4.5,2004,5,7,5/7/2004,398,398,,,,
399,4349,4.5,2004,7,11,7/11/2004,399,399,,,,
400,4361,3,2004,7,11,7/11/2004,400,400,,,,
401,4407,5,2004,5,7,5/7/2004,401,401,,,,
402,4443,4.5,2004,5,7,5/7/2004,402,402,,,,
403,4467,4.5,2004,7,11,7/11/2004,403,403,,,,
404,4485,2.5,2004,7,11,7/11/2004,404,404,,,,
405,4518,4,2004,10,10,10/10/2004,405,405,,,,
406,4553,4.5,2004,5,7,5/7/2004,406,406,,,,
407,4571,4,2004,7,9,7/9/2004,407,407,,,,
408,4605,4.5,2004,7,11,7/11/2004,408,408,,,,
409,4641,4.5,2004,7,11,7/11/2004,409,409,,,,
410,4642,5,2004,7,11,7/11/2004,410,410,,,,
411,4643,4,2004,7,9,7/9/2004,411,411,,,,
412,4713,4.5,2004,5,7,5/7/2004,412,412,,,,
413,4788,4.5,2004,7,11,7/11/2004,413,413,,,,
414,4842,4,2004,7,11,7/11/2004,414,414,,,,
415,4855,4,2004,10,10,10/10/2004,415,415,,,,
416,4873,5,2004,10,10,10/10/2004,416,416,,,,
417,4918,4.5,2004,7,11,7/11/2004,417,417,,,,
418,4973,5,2004,5,7,5/7/2004,418,418,,,,
419,4981,4,2004,7,11,7/11/2004,419,419,,,,
420,4982,2,2004,7,11,7/11/2004,420,420,,,,
421,5049,4.5,2004,7,11,7/11/2004,421,421,,,,
422,5060,4,2004,11,10,11/10/2004,422,422,,,,
423,5139,3.5,2004,7,11,7/11/2004,423,423,,,,
424,5198,4.5,2004,5,7,5/7/2004,424,424,,,,
425,5288,4.5,2004,5,7,5/7/2004,425,425,,,,
426,5299,4,2004,7,11,7/11/2004,426,426,,,,
427,5339,4.5,2004,7,11,7/11/2004,427,427,,,,
428,5410,4,2004,5,7,5/7/2004,428,428,,,,
429,5445,3,2007,4,16,4/16/2007,429,429,,,,
430,5446,4.5,2004,7,9,7/9/2004,430,430,,,,
431,5468,4,2007,4,16,4/16/2007,431,431,,,,
432,5505,4.5,2004,11,18,11/18/2004,432,432,,,,
433,5515,3,2004,11,22,11/22/2004,433,433,,,,
434,5522,4.5,2004,7,9,7/9/2004,434,434,,,,
435,5693,4,2004,7,11,7/11/2004,435,435,,,,
436,5747,5,2004,5,7,5/7/2004,436,436,,,,
437,5855,1.5,2004,10,10,10/10/2004,437,437,,,,
438,5876,5,2004,7,11,7/11/2004,438,438,,,,
439,5881,4.5,2007,4,16,4/16/2007,439,439,,,,
440,5899,4.5,2004,5,7,5/7/2004,440,440,,,,
441,5932,5,2004,5,8,5/8/2004,441,441,,,,
442,5981,4,2004,5,7,5/7/2004,442,442,,,,
443,6001,4,2004,11,10,11/10/2004,443,443,,,,
444,6184,4.5,2004,7,9,7/9/2004,444,444,,,,
445,6235,4.5,2004,5,7,5/7/2004,445,445,,,,
446,6261,3.5,2004,10,10,10/10/2004,446,446,,,,
447,6305,4,2007,4,16,4/16/2007,447,447,,,,
448,6333,4,2004,5,7,5/7/2004,448,448,,,,
449,6365,2,2004,5,7,5/7/2004,449,449,,,,
450,6385,4.5,2004,5,7,5/7/2004,450,450,,,,
451,6440,5,2004,7,11,7/11/2004,451,451,,,,
452,6448,4,2004,7,9,7/9/2004,452,452,,,,
453,6458,4.5,2004,7,9,7/9/2004,453,453,,,,
454,6502,4,2007,4,16,4/16/2007,454,454,,,,
455,6565,4,2004,10,10,10/10/2004,455,455,,,,
456,6579,4,2004,5,7,5/7/2004,456,456,,,,
457,6620,4,2004,5,7,5/7/2004,457,457,,,,
458,6645,4,2004,5,7,5/7/2004,458,458,,,,
459,6650,5,2004,11,22,11/22/2004,459,459,,,,
460,6678,4.5,2004,7,9,7/9/2004,460,460,,,,
461,6711,4.5,2004,5,7,5/7/2004,461,461,,,,
462,6773,5,2004,5,7,5/7/2004,462,462,,,,
463,6774,4.5,2004,7,9,7/9/2004,463,463,,,,
464,6791,4.5,2004,5,7,5/7/2004,464,464,,,,
465,6867,4.5,2004,11,15,11/15/2004,465,465,,,,
