genreMovieID,genre
854,Comedy
855,Action
856,Adventure
857,Sci-Fi
858,Documentary
859,Comedy
860,Romance
861,Comedy
862,Drama
863,Romance
864,Comedy
865,Romance
866,Drama
867,Comedy
868,Comedy
869,Drama
870,Drama
871,Mystery
872,Romance
873,Drama
874,Comedy
875,Drama
876,Thriller
877,Adventure
878,Children
879,Drama
880,Crime
881,Drama
882,Thriller
883,Thriller
884,Drama
885,Western
886,Action
887,Adventure
888,Crime
889,Drama
890,Romance
891,Thriller
892,Comedy
893,Drama
894,Romance
895,Action
896,Adventure
897,Crime
898,Drama
899,Thriller
900,Action
901,Adventure
902,Crime
903,Thriller
904,Action
905,Drama
906,War
907,Action
908,Comedy
909,War
910,Comedy
911,Comedy
912,Romance
913,Drama
914,Romance
915,Comedy
916,Comedy
917,Drama
918,Fantasy
919,Romance
920,Comedy
921,Drama
922,Comedy
923,War
924,Action
925,Thriller
926,Drama
927,Comedy
928,Drama
929,Drama
930,Musical
931,Comedy
932,Crime
933,Drama
934,Action
935,Crime
936,Thriller
937,Action
938,Adventure
939,Sci-Fi
940,Thriller
941,Drama
942,Thriller
943,Action
944,Crime
945,Drama
946,Adventure
947,Children
948,Action
949,Adventure
950,Comedy
951,Fantasy
952,Comedy
953,Comedy
954,Western
955,Drama
956,Comedy
957,Thriller
958,Drama
959,Comedy
960,Mystery
961,Action
962,Crime
963,Drama
964,Action
965,Adventure
966,Thriller
967,Drama
968,Comedy
969,Drama
970,Romance
971,Comedy
972,Romance
973,Drama
974,Romance
975,Comedy
976,Romance
977,Comedy
978,Drama
979,Drama
980,Action
981,Children
982,Drama
983,Action
984,Sci-Fi
985,Comedy
986,Drama
987,Crime
988,Drama
989,Thriller
990,Drama
991,Drama
992,Romance
993,Drama
994,Action
995,Drama
996,Horror
997,Sci-Fi
998,Comedy
999,Mystery
1000,Romance
1001,Comedy
1002,Drama
1003,Romance
1004,Comedy
1005,Drama
1006,Action
1007,Drama
1008,Mystery
1009,Comedy
1010,Crime
1011,Sci-Fi
1012,Thriller
1013,Comedy
1014,Crime
1015,Thriller
1016,Action
1017,Drama
1018,Drama
1019,Drama
1020,Drama
1021,Drama
1022,Drama
1023,War
1024,Comedy
1025,Drama
1026,Drama
1027,Children
1028,Drama
1029,Comedy
1030,Crime
1031,Horror
1032,Action
1033,Adventure
1034,Fantasy
1035,Mystery
1036,Drama
1037,Romance
1038,Drama
1039,Drama
1040,Drama
1041,Drama
1042,Comedy
1043,Drama
1044,Romance
1045,Thriller
1046,Adventure
1047,Drama
1048,Film-Noir
1049,Sci-Fi
1050,Thriller
1051,Comedy
1052,Comedy
1053,Romance
1054,Thriller
1055,Action
1056,Crime
1057,Drama
1058,Action
1059,Adventure
1060,Children
1061,Comedy
1062,Fantasy
1063,Sci-Fi
1064,Action
1065,Adventure
1066,Thriller
1067,Action
1068,Mystery
1069,Thriller
1070,Drama
1071,Musical
1072,Comedy
1073,Romance
1074,Animation
1075,Children
1076,Fantasy
1077,Musical
1078,Action
1079,Adventure
1080,Comedy
1081,Action
1082,Drama
1083,Western
1084,Crime
1085,Drama
1086,Thriller
1087,Action
1088,Crime
1089,Romance
1090,Documentary
1091,Action
1092,Adventure
1093,Animation
1094,Children
1095,Fantasy
1096,Comedy
1097,Drama
1098,Drama
1099,Thriller
1100,Comedy
1101,Drama
1102,Drama
1103,Comedy
1104,Action
1105,Drama
1106,Horror
1107,Comedy
1108,Romance
1109,Comedy
1110,Drama
1111,Comedy
1112,Drama
1113,Comedy
1114,Drama
1115,Comedy
1116,Drama
1117,Drama
1118,Romance
1119,Drama
1120,Drama
1121,Comedy
1122,Drama
1123,Children
1124,Comedy
1125,Adventure
1126,Children
1127,Crime
1128,Thriller
1129,Drama
1130,Documentary
1131,Comedy
1132,Drama
1133,Comedy
1134,Drama
1135,Comedy
1136,Children
1137,Comedy
1138,Comedy
1139,Drama
1140,Fantasy
1141,Romance
1142,Thriller
1143,Adventure
1144,Animation
1145,Children
1146,Comedy
1147,Musical
1148,Action
1149,Sci-Fi
1150,Adventure
1151,Drama
1152,Western
1153,Action
1154,Drama
1155,Thriller
1156,Action
1157,Crime
1158,Sci-Fi
1159,Thriller
1160,Crime
1161,Horror
1162,Thriller
1163,Animation
1164,Children
1165,Drama
1166,Fantasy
1167,Musical
1168,Animation
1169,Children
1170,Fantasy
1171,Musical
1172,Romance
1173,Animation
1174,Children
1175,Fantasy
1176,Musical
1177,Comedy
1178,Romance
1179,Comedy
1180,Fantasy
1181,Adventure
1182,Western
1183,Thriller
1184,Documentary
1185,Comedy
1186,Drama
1187,Romance
1188,Fantasy
1189,Horror
1190,Comedy
1191,Crime
1192,Drama
1193,Thriller
1194,Adventure
1195,Children
1196,Action
1197,Adventure
1198,Animation
1199,Horror
1200,Sci-Fi
1201,Action
1202,Horror
1203,Sci-Fi
1204,Comedy
1205,Drama
1206,Romance
1207,Drama
1208,Thriller
1209,Comedy
1210,Drama
1211,Animation
1212,Children
1213,Comedy
1214,Drama
1215,Comedy
1216,Romance
1217,Comedy
1218,Drama
1219,Drama
1220,Romance
1221,Action
1222,Drama
1223,Thriller
1224,Drama
1225,Comedy
1226,Drama
1227,Thriller
1228,Crime
1229,Drama
1230,Thriller
1231,Drama
1232,Drama
1233,Romance
1234,Animation
1235,Children
1236,Musical
1237,Drama
1238,War
1239,Comedy
1240,Comedy
1241,Comedy
1242,Drama
1243,Drama
1244,Comedy
1245,Romance
1246,Comedy
1247,Drama
1248,Drama
1249,Thriller
1250,Adventure
1251,Children
1252,Comedy
1253,Comedy
1254,Drama
1255,Drama
1256,War
1257,Action
1258,Adventure
1259,Mystery
1260,Thriller
1261,Comedy
1262,Drama
1263,Drama
1264,Comedy
1265,Horror
1266,Mystery
1267,Thriller
1268,Action
1269,Adventure
1270,Fantasy
1271,Comedy
1272,Comedy
1273,Drama
1274,Musical
1275,Crime
1276,Drama
1277,Thriller
1278,Drama
1279,Animation
1280,Children
1281,Fantasy
1282,Musical
1283,Thriller
1284,Comedy
1285,Comedy
1286,Comedy
1287,Drama
1288,War
1289,Drama
1290,Romance
1291,War
1292,Action
1293,Drama
1294,Drama
1295,Comedy
1296,Sci-Fi
1297,Adventure
1298,Animation
1299,Children
1300,Comedy
1301,Fantasy
1302,Sci-Fi
1303,Adventure
1304,Sci-Fi
1305,Drama
1306,Thriller
1307,Drama
1308,Drama
1309,Mystery
1310,Romance
1311,Sci-Fi
1312,Thriller
1313,Crime
1314,Documentary
1315,Drama
1316,Documentary
1317,Drama
1318,Drama
1319,Romance
1320,Action
1321,Adventure
1322,Comedy
1323,War
1324,Drama
1325,Romance
1326,Comedy
1327,Romance
1328,Action
1329,Sci-Fi
1330,Thriller
1331,Drama
1332,Action
1333,Crime
1334,Drama
1335,Mystery
1336,Thriller
1337,Drama
1338,Thriller
1339,Drama
1340,Romance
1341,Drama
1342,Comedy
1343,Drama
1344,Drama
1345,Drama
1346,Action
1347,Adventure
1348,Comedy
1349,Drama
1350,Crime
1351,Drama
1352,Thriller
1353,Comedy
1354,Romance
1355,Adventure
1356,Animation
1357,Children
1358,Comedy
1359,Musical
1360,Comedy
1361,Adventure
1362,Children
1363,Crime
1364,Drama
1365,Romance
1366,Thriller
1367,Drama
1368,Drama
1369,Mystery
1370,Western
1371,Drama
1372,Romance
1373,Crime
1374,Comedy
1375,Comedy
1376,Fantasy
1377,Comedy
1378,Adventure
1379,Animation
1380,Comedy
1381,Documentary
1382,Comedy
1383,Drama
1384,Fantasy
1385,Horror
1386,Thriller
1387,Comedy
1388,Drama
1389,Documentary
1390,Comedy
1391,Drama
1392,Drama
1393,Crime
1394,Thriller
1395,Action
1396,Adventure
1397,Thriller
1398,Comedy
1399,Comedy
1400,Horror
1401,Action
1402,Adventure
1403,Romance
1404,Thriller
1405,Action
1406,Sci-Fi
1407,Drama
1408,Animation
1409,Sci-Fi
1410,Horror
1411,Thriller
1412,Comedy
1413,Drama
1414,Animation
1415,Children
1416,Comedy
1417,Film-Noir
1418,Comedy
1419,Action
1420,Sci-Fi
1421,Thriller
1422,Comedy
1423,War
1424,Comedy
1425,Horror
1426,Comedy
1427,Drama
1428,Adventure
1429,Children
1430,Children
1431,Drama
1432,Documentary
1433,Drama
1434,Documentary
1435,Drama
1436,War
1437,Action
1438,Adventure
1439,Comedy
1440,Crime
1441,Comedy
1442,Drama
1443,Drama
1444,Romance
1445,Comedy
1446,Drama
1447,Drama
1448,Comedy
1449,Drama
1450,Documentary
1451,Comedy
1452,Drama
1453,Drama
1454,Horror
1455,Mystery
1456,Comedy
1457,Crime
1458,Drama
1459,Drama
1460,Romance
1461,Action
1462,Adventure
1463,Sci-Fi
1464,War
1465,Drama
1466,Drama
1467,Thriller
1468,Animation
1469,Children
1470,Musical
1471,Comedy
1472,Thriller
1473,Comedy
1474,Action
1475,Drama
1476,Thriller
1477,Documentary
1478,Comedy
1479,Fantasy
1480,Romance
1481,Sci-Fi
1482,Drama
1483,Documentary
1484,Fantasy
1485,Drama
1486,Drama
1487,Drama
1488,Action
1489,Adventure
1490,Drama
1491,Thriller
1492,Comedy
1493,Horror
1494,Thriller
1495,Drama
1496,Children
1497,Comedy
1498,Drama
1499,Romance
1500,Comedy
1501,Drama
1502,Romance
1503,Comedy
1504,Romance
1505,Drama
1506,Thriller
1507,Crime
1508,Drama
1509,Comedy
1510,Romance
1511,Adventure
1512,Children
1513,Action
1514,Adventure
1515,Children
1516,Comedy
1517,Fantasy
1518,Comedy
1519,Drama
1520,Action
1521,Mystery
1522,Thriller
1523,Comedy
1524,Drama
1525,Romance
1526,Drama
1527,Drama
1528,Drama
1529,Adventure
1530,Children
1531,Comedy
1532,Fantasy
1533,Musical
1534,Comedy
1535,Drama
1536,Action
1537,Crime
1538,Drama
1539,Thriller
1540,Comedy
1541,Comedy
1542,Drama
1543,Action
1544,Adventure
1545,Thriller
1546,Children
1547,Comedy
1548,Fantasy
1549,Comedy
1550,Drama
1551,Romance
1552,Action
1553,Thriller
1554,Children
1555,Comedy
1556,Horror
1557,Comedy
1558,Horror
1559,Drama
1560,Drama
1561,Drama
1562,Comedy
1563,Drama
1564,Drama
1565,Action
1566,Adventure
1567,Sci-Fi
1568,Thriller
1569,Crime
1570,Drama
1571,Drama
1572,Comedy
1573,Drama
1574,Romance
1575,Drama
1576,Crime
1577,Drama
1578,Comedy
1579,Action
1580,Comedy
1581,Crime
1582,Thriller
1583,Drama
1584,Comedy
1585,Drama
1586,Drama
1587,Crime
1588,Drama
1589,Romance
1590,Thriller
1591,Comedy
1592,Crime
1593,Comedy
1594,Crime
1595,Comedy
1596,Drama
1597,Drama
1598,Action
1599,Comedy
1600,Crime
1601,Thriller
1602,Drama
1603,Horror
1604,Thriller
1605,Sci-Fi
1606,Thriller
1607,Children
1608,Comedy
1609,Drama
1610,Thriller
1611,Drama
1612,Children
1613,Drama
1614,Fantasy
1615,Action
1616,Drama
1617,Adventure
1618,Animation
1619,Children
1620,Drama
1621,Musical
1622,Drama
1623,Romance
1624,Horror
1625,Thriller
1626,Comedy
1627,Drama
1628,Romance
1629,Drama
1630,Drama
1631,Adventure
1632,Drama
1633,Romance
1634,War
1635,Comedy
1636,Romance
1637,Comedy
1638,Musical
1639,Romance
1640,Musical
1641,Romance
1642,Comedy
1643,Musical
1644,Drama
1645,Romance
1646,Drama
1647,Mystery
1648,Romance
1649,Thriller
1650,Mystery
1651,Thriller
1652,Comedy
1653,Romance
1654,Drama
1655,Thriller
1656,Comedy
1657,Musical
1658,Romance
1659,Adventure
1660,Mystery
1661,Thriller
1662,Comedy
1663,Drama
1664,Romance
1665,Comedy
1666,Crime
1667,Comedy
1668,Crime
1669,Mystery
1670,Romance
1671,Thriller
1672,Drama
1673,Romance
1674,Film-Noir
1675,Mystery
1676,Comedy
1677,Drama
1678,Musical
1679,Romance
1680,Comedy
1681,Romance
1682,Comedy
1683,Romance
1684,Children
1685,Drama
1686,Musical
1687,Adventure
1688,Children
1689,Fantasy
1690,Musical
1691,Drama
1692,Romance
1693,War
1694,Comedy
1695,Drama
1696,Film-Noir
1697,Romance
1698,Drama
1699,Mystery
1700,Adventure
1701,Sci-Fi
1702,Adventure
1703,Romance
1704,Drama
1705,Comedy
1706,Drama
1707,Mystery
1708,Romance
1709,Thriller
1710,Drama
1711,Film-Noir
1712,Mystery
1713,Thriller
1714,Film-Noir
1715,Romance
1716,Thriller
1717,Mystery
1718,Romance
1719,Thriller
1720,Romance
1721,Crime
1722,Mystery
1723,Romance
1724,Thriller
1725,Comedy
1726,Comedy
1727,Musical
1728,Comedy
1729,Romance
1730,Comedy
1731,Romance
1732,Musical
1733,Comedy
1734,Drama
1735,Action
1736,Adventure
1737,Romance
1738,Adventure
1739,Crime
1740,Film-Noir
1741,Mystery
1742,Drama
1743,Fantasy
1744,Romance
1745,Drama
1746,Comedy
1747,Musical
1748,Romance
1749,Comedy
1750,Drama
1751,War
1752,Comedy
1753,Drama
1754,Drama
1755,Comedy
1756,Mystery
1757,Comedy
1758,Romance
1759,Adventure
1760,Comedy
1761,Drama
1762,Fantasy
1763,Romance
1764,Drama
1765,Comedy
1766,Drama
1767,Romance
1768,Drama
1769,Comedy
1770,Mystery
1771,Drama
1772,Crime
1773,Drama
1774,Drama
1775,Musical
1776,Romance
1777,Western
1778,Drama
1779,Mystery
1780,Thriller
1781,War
1782,Western
1783,Horror
1784,Sci-Fi
1785,Thriller
1786,Adventure
1787,Comedy
1788,Romance
1789,War
1790,Adventure
1791,Comedy
1792,Crime
1793,Drama
1794,Romance
1795,Drama
1796,Drama
1797,Comedy
1798,Drama
1799,Drama
1800,Romance
1801,Romance
1802,War
1803,Action
1804,Drama
1805,Drama
1806,Romance
1807,Comedy
1808,Drama
1809,Documentary
1810,Adventure
1811,Children
1812,Drama
1813,Romance
1814,Comedy
1815,Drama
1816,Drama
1817,Action
1818,Adventure
1819,Thriller
1820,Drama
1821,Thriller
1822,Drama
1823,Comedy
1824,Drama
1825,Action
1826,Crime
1827,Drama
1828,Thriller
1829,Drama
1830,Thriller
1831,Action
1832,Crime
1833,Crime
1834,Film-Noir
1835,Crime
1836,Comedy
1837,Comedy
1838,Drama
1839,Thriller
1840,Action
1841,Thriller
1842,Children
1843,Comedy
1844,Drama
1845,Children
1846,Comedy
1847,Western
1848,Adventure
1849,Western
1850,Adventure
1851,Children
1852,Fantasy
1853,Children
1854,Comedy
1855,Adventure
1856,Children
1857,Comedy
1858,Children
1859,Drama
1860,Children
1861,Comedy
1862,Romance
1863,Children
1864,Comedy
1865,Drama
1866,Adventure
1867,Children
1868,Drama
1869,Children
1870,Comedy
1871,Adventure
1872,Children
1873,Children
1874,Comedy
1875,Mystery
1876,Adventure
1877,Children
1878,Fantasy
1879,Sci-Fi
1880,Comedy
1881,Children
1882,Comedy
1883,Animation
1884,Children
1885,Fantasy
1886,Musical
1887,Romance
1888,Animation
1889,Children
1890,Musical
1891,Animation
1892,Children
1893,Musical
1894,Animation
1895,Children
1896,Fantasy
1897,Musical
1898,Children
1899,Drama
1900,Adventure
1901,Drama
1902,Children
1903,Comedy
1904,Fantasy
1905,Musical
1906,Animation
1907,Children
1908,Drama
1909,Musical
1910,Adventure
1911,Animation
1912,Children
1913,Musical
1914,Adventure
1915,Children
1916,Musical
1917,Adventure
1918,Animation
1919,Children
1920,Musical
1921,Animation
1922,Children
1923,Drama
1924,Comedy
1925,Crime
1926,Drama
1927,Thriller
1928,Musical
1929,Romance
1930,Action
1931,Crime
1932,Thriller
1933,Action
1934,Horror
1935,Sci-Fi
1936,Thriller
1937,Drama
1938,Documentary
1939,Drama
1940,Drama
1941,Comedy
1942,Drama
1943,Drama
1944,Romance
1945,Drama
1946,Comedy
1947,Drama
1948,Drama
1949,Romance
1950,Action
1951,Drama
1952,Thriller
1953,Action
1954,Adventure
1955,Documentary
1956,Drama
1957,Drama
1958,Crime
1959,Drama
1960,Romance
1961,Drama
1962,Thriller
1963,Drama
1964,Comedy
1965,Musical
1966,Romance
1967,Drama
1968,Drama
1969,Romance
1970,Comedy
1971,Drama
1972,Thriller
1973,Drama
1974,Drama
1975,Animation
1976,Children
1977,Comedy
1978,Comedy
1979,Musical
1980,Romance
1981,Comedy
1982,Musical
1983,Romance
1984,Crime
1985,Film-Noir
1986,Film-Noir
1987,Thriller
1988,Adventure
1989,Romance
1990,War
1991,Children
1992,Comedy
1993,Fantasy
1994,Musical
1995,Drama
1996,Horror
1997,Thriller
1998,Comedy
1999,Sci-Fi
2000,Comedy
2001,War
2002,Comedy
2003,Crime
2004,Adventure
2005,Comedy
2006,Comedy
2007,Musical
2008,Romance
2009,Drama
2010,Comedy
2011,Musical
2012,Crime
2013,Drama
2014,Adventure
2015,Drama
2016,Mystery
2017,Thriller
2018,Musical
2019,Drama
2020,Musical
2021,Romance
2022,Crime
2023,Drama
2024,Thriller
2025,Drama
2026,War
2027,Comedy
2028,Mystery
2029,Thriller
2030,Drama
2031,Musical
2032,Drama
