movieID,country,state,location
443,USA,Maryland,Baltimore
444,USA,Maryland,Baltimore
445,USA,Maryland,Baltimore-Washington International Airport
446,Italy,Campania,Naples
447,Italy,Sicily,Messina
448,Canada,Québec,
449,Canada,Québec,Montréal
450,Canada,Québec,Québec
451,Canada,Québec,Québec
452,Canada,Québec,Québec
453,Canada,Québec,Québec
454,Canada,Québec,Québec
455,Canada,Québec,Québec
456,USA,California,Los Angeles
457,USA,New York,
458,USA,California,Los Angeles
459,USA,California,Los Angeles
460,USA,Oregon,Gresham
461,USA,Oregon,Marylhurst
462,USA,Oregon,Portland
463,USA,Oregon,Portland
464,USA,Oregon,Portland
465,USA,California,Los Angeles
466,Canada,Nova Scotia,
467,Canada,Nova Scotia,Chester
468,Canada,Nova Scotia,Halifax
469,Canada,Nova Scotia,Hantsport
470,Canada,Nova Scotia,Hubbards
471,Canada,Nova Scotia,Lunenburg
472,Canada,Nova Scotia,Prospect
473,Canada,Nova Scotia,Windsor
474,Canada,Nova Scotia,Wolfville
475,USA,Massachusetts,Nantucket
476,USA,California,Los Angeles
477,USA,California,Valencia
478,,,
479,USA,Pennsylvania,Philadelphia
480,France,Vaucluse,Avignon
481,USA,California,Los Angeles
482,USA,California,Los Angeles
483,Mexico,Chihuahua,
484,USA,California,Barstow
485,USA,California,Lancaster
486,USA,California,Los Angeles
487,USA,Texas,Austin
488,USA,Washington,Redmond
489,USA,Washington,Seattle
490,USA,Florida,Coral Gables
491,USA,Florida,Dade County
492,USA,Florida,Florida Keys
493,USA,Florida,Fort Lauderdale
494,USA,Florida,Key Biscayne
495,USA,Florida,Miami
496,USA,Florida,Miami Beach
497,USA,California,Arcadia
498,USA,California,Los Angeles
499,USA,California,Sierra Madre
500,USA,California,South Pasadena
501,USA,California,Universal City
502,USA,California,Universal City
503,Czech Republic,Prague,
504,Czech Republic,Prague,Barrandov Studios
505,Czech Republic,Stredoceský,Kutná Hora
506,Czech Republic,Tousen,
507,Czech Republic,Vrbno,
508,Czech Republic,Zatec,
509,France,Paris,
510,USA,California,Los Angeles
511,USA,New York,New York City
512,Canada,British Columbia,Ladysmith
513,Canada,British Columbia,Vancouver
514,Canada,British Columbia,Vancouver
515,Canada,Québec,Joliette
516,Canada,Québec,Montréal
517,Canada,Québec,Montréal
518,France,Paris,
519,Germany,Bavaria,Munich
520,Germany,Berlin,
521,Germany,Brandenburg,Lübbenau
522,Germany,North Rhine - Westphalia,Cologne
523,UK,England,Greater Manchester
524,USA,New York,New York City
525,USA,California,Long Beach
526,USA,California,Los Angeles
527,USA,California,Los Angeles
528,Mexico,Morelos,Metepec
529,USA,New Jersey,Fort Lee
530,USA,New York,Bear Mountain
531,USA,New York,New York City
532,USA,New York,Nyack
533,USA,New York,Stony Point
534,Iran,Tehran,
535,USA,California,Los Angeles
536,USA,California,Norwalk
537,USA,California,Norwalk
538,USA,California,Norwalk
539,USA,Colorado,Denver
540,Belgium,,
541,USA,North Carolina,Wilmington
542,USA,New York,Long Island
543,USA,New York,Long Island
544,USA,New York,Long Island
545,UK,England,Warwickshire
546,Bermuda,,
547,Grenada,,
548,Malta,,
549,Malta,Kalkara,Mediterranean Film Studios
550,South Africa,,
551,St Lucia,,
552,St Vincent and the Grenadines,St Vincent,
553,St Vincent and the Grenadines,Young Island,
554,UK,England,London
555,USA,Georgia,Savannah
556,USA,South Carolina,Beaufort
557,USA,South Carolina,Charleston
558,,,
559,New Zealand,Wairarapa,
560,New Zealand,Wellington,
561,Canada,Ontario,Toronto
562,USA,California,Los Angeles
563,USA,California,Los Angeles
564,USA,North Carolina,
565,UK,England,Buckinghamshire
566,UK,England,London
567,UK,England,West Yorkshire
568,UK,Scotland,Edinburgh
569,UK,Scotland,Edinburgh
570,UK,Scotland,Edinburgh
571,UK,Scotland,Edinburgh
572,USA,New York,New York City
573,USA,Minnesota,Edina
574,USA,Minnesota,Hopkins
575,USA,Minnesota,Marine on St. Croix
576,USA,Minnesota,Minneapolis
577,USA,Minnesota,Minneapolis
578,USA,Minnesota,South St. Paul
579,USA,Minnesota,Stillwater
580,USA,New York,New York City
581,South Africa,Gauteng,Johannesburg
582,USA,Arizona,Page
583,USA,California,Barstow
584,USA,California,Beverly Hills
585,USA,California,Los Angeles
586,USA,California,Los Angeles
587,USA,California,San Bernardino
588,USA,California,Santa Clarita
589,USA,California,Victorville
590,USA,Montana,Denton
591,USA,Montana,Lewistown
592,USA,Montana,Livingston
593,USA,Utah,Glen Canyon
594,USA,Utah,Glen Canyon National Recreational Area
595,USA,Utah,Lake Powell
596,UK,England,
597,UK,England,Surrey
598,France,Paris,
599,France,Yvelines,Chanteloup-les-Vignes
600,USA,California,Los Angeles
601,,,
602,USA,New Jersey,Teaneck
603,USA,New Jersey,Wayne
604,USA,New York,New York City
605,USA,New York,New York City
606,USA,Texas,Dallas
607,USA,Texas,Fort Worth
608,USA,Texas,Hillsboro
609,USA,California,Los Angeles
610,USA,California,San Diego
611,Canada,British Columbia,Vancouver
612,USA,New York,New York City
613,USA,Washington,Seattle
614,USA,Washington,Seattle
615,Canada,British Columbia,Richmond
616,Canada,British Columbia,Surrey
617,Canada,British Columbia,Vancouver
618,USA,California,San Francisco
619,USA,Florida,Fort Lauderdale
620,USA,Ohio,Cleveland
621,USA,Texas,Dallas
622,USA,Iowa,Adel
623,USA,Iowa,Winterset
624,USA,Iowa,Winterset
625,USA,Iowa,Winterset
626,Germany,North Rhine - Westphalia,Cologne
627,UK,England,London
628,UK,England,Surrey
629,Ireland,County Dublin,Dublin
630,Ireland,County Dublin,Dunsoghly Castle
631,Ireland,County Kildare,Ballymore Eustace
632,Ireland,County Kildare,Curragh Plains
633,Ireland,County Kildare,The Curragh
634,Ireland,County Meath,Bective Abbey
635,Ireland,County Meath,Dunsany Castle
636,Ireland,County Meath,Trim
637,Ireland,County Meath,Trim
638,Ireland,County Wicklow,Bray
639,Ireland,County Wicklow,Coronation Plantation
640,Ireland,County Wicklow,Luggala Estate
641,UK,Scotland,Highland
642,UK,Scotland,Highland
643,UK,Scotland,Highland
644,UK,Scotland,Highland
645,UK,Scotland,Highland
646,USA,New York,New York City
647,USA,New York,New York City
648,USA,New York,New York City
649,USA,New York,New York City
650,USA,New York,New York City
651,USA,New York,New York City
652,Canada,British Columbia,Vancouver
653,USA,Massachusetts,Egremont
654,USA,Massachusetts,Great Barrington
655,USA,Massachusetts,Lee
656,USA,Massachusetts,Lenox
657,USA,Massachusetts,Pittsfield
658,USA,Massachusetts,Springfield
659,USA,New Jersey,Hackensack
660,Canada,Nova Scotia,
661,Canada,Nova Scotia,Cape Breton
662,Canada,Nova Scotia,Dominion
663,Canada,Nova Scotia,North Sydney
664,Canada,Nova Scotia,Sydney
665,UK,Scotland,Edinburgh
666,UK,Scotland,Midlothian
667,France,Gers,Auch
668,France,Gers,Condom
669,France,Jura,
670,France,Loire,Roanne
671,France,Paris,
672,France,Rhône-Alpes,Rhône
673,France,Rhône-Alpes,Rhône
674,,,
675,,,
676,USA,New York,New York City
677,USA,New York,New York City
678,USA,California,Santa Barbara
679,Australia,New South Wales,
680,Australia,New South Wales,Broken Hill
681,Australia,New South Wales,Broken Hill
682,Australia,New South Wales,Sydney
683,Australia,New South Wales,Sydney
684,Australia,South Australia,
685,Australia,South Australia,Adelaide
686,Australia,South Australia,Adelaide
687,USA,Hawaii,
688,Canada,Québec,Montréal
689,USA,District of Columbia,Washington
690,USA,New York,
691,China,Hong Kong,
692,Italy,Basilicata,Matera
693,Italy,Sicily,Ragusa
694,USA,Arizona,Cave Creek
695,USA,California,San Diego
696,USA,Michigan,Battle Creek
697,USA,Michigan,Kalamazoo
698,USA,New Jersey,Hudson County
699,USA,New York,New York City
700,Canada,British Columbia,Vancouver
701,Canada,Yukon,
702,Germany,Berlin,
703,Germany,Brandenburg,Potsdam
704,USA,South Dakota,Keystone
705,USA,New York,New York City
706,USA,California,Los Angeles
707,Ireland,,
708,Ireland,County Cork,
709,Ireland,County Cork,Cobh
710,Ireland,County Cork,Cobh
711,Ireland,County Cork,Cork
712,Ireland,County Dublin,
713,Ireland,County Dublin,Dublin
714,Ireland,County Limerick,
715,Ireland,County Wicklow,
716,Ireland,County Wicklow,Arklow
717,Ireland,County Wicklow,Bray
718,Ireland,County Wicklow,Bray
719,Ireland,Limerick,
720,Ireland,County Dublin,Dublin
721,UK,England,London
722,USA,Texas,
723,USA,Texas,Kingsville
724,USA,California,Los Angeles
725,USA,New York,Long Island
726,USA,New York,New York City
727,,,
728,USA,California,Alameda
729,USA,California,Benicia
730,USA,California,Oakland
731,USA,California,San Francisco
732,USA,Connecticut,New London
733,,,
734,Canada,Ontario,Cambridge
735,Canada,Ontario,Dundas
736,Canada,Ontario,Hamilton
737,Canada,Ontario,Richmond Hill
738,Canada,Ontario,Toronto
739,Canada,Ontario,Toronto
740,Canada,Ontario,Uxbridge
741,USA,District of Columbia,Washington
742,USA,Maryland,Silver Spring
743,USA,New York,New York City
744,USA,Alabama,Mobile
745,USA,Louisiana,Baton Rouge
746,USA,Louisiana,New Orleans
747,USA,Louisiana,New Orleans
748,USA,Louisiana,New Orleans
749,USA,California,Los Angeles
750,USA,California,Santa Ana
751,USA,Florida,Belle Glade
752,USA,Florida,Florida Keys
753,USA,Florida,Fort Lauderdale
754,USA,Florida,Miami
755,USA,Nevada,Reno
756,USA,Pennsylvania,Philadelphia
757,USA,California,Los Angeles
758,USA,California,Los Angeles
759,USA,California,Los Angeles
760,USA,California,Los Angeles
761,USA,California,Palos Verdes Peninsula
762,USA,Florida,Fort Lauderdale
763,USA,Florida,Miami
764,USA,Florida,Miami
765,USA,Florida,Miami Beach
766,USA,Florida,Miami Beach
767,USA,Florida,Miami Beach
768,USA,Florida,Miami Beach
769,USA,New York,Orange County
770,,,
771,USA,New York,Long Island
772,USA,New York,New York City
773,USA,New York,New York City
774,USA,Florida,Coral Gables
775,USA,Florida,Coral Gables
776,USA,Florida,Coral Gables
777,USA,Florida,Miami
778,USA,Florida,Miami Beach
779,USA,Florida,Miami Beach
780,USA,Florida,Miami Beach
781,USA,Florida,Miami Beach
782,USA,Florida,Miami Beach
783,USA,Florida,South Miami
784,Canada,British Columbia,Vancouver
785,China,Chengdu,
786,USA,New York,New York City
787,USA,New York,New York City
788,Ireland,County Dublin,Dublin
789,Ireland,County Dublin,Dublin
790,Ireland,County Dublin,Dublin
791,Ireland,County Dublin,Dublin
792,Ireland,County Dublin,Dublin
793,Ireland,County Dublin,Dublin
794,Ireland,County Dublin,Dublin
795,Ireland,County Dublin,Dublin
796,Ireland,County Dublin,Dublin
797,Ireland,County Dublin,Dublin
798,Ireland,County Dublin,Dublin
799,Ireland,County Dublin,Dublin
800,UK,England,Merseyside
801,UK,England,Merseyside
802,USA,California,Arcadia
803,USA,California,Los Angeles
804,USA,California,Lynwood
805,USA,California,Piru
806,USA,California,Santa Paula
807,USA,California,Burbank
808,USA,California,Los Angeles
809,USA,California,San Diego
810,USA,California,Universal City
811,USA,California,Universal City
812,USA,Florida,Merritt Island
813,USA,Florida,Titusville
814,USA,Texas,Ellington Field
815,USA,Texas,Houston
816,UK,Scotland,
817,UK,Scotland,Highland
818,UK,Scotland,Highland
819,UK,Scotland,Highland
820,UK,Scotland,Highland
821,UK,Scotland,Highland
822,UK,Scotland,Highland
823,UK,Scotland,Highland
824,UK,Scotland,Highland
825,UK,Scotland,Highland
826,UK,Scotland,Midlothian
827,UK,Scotland,Perth and Kinross
828,UK,Scotland,Perth and Kinross
829,UK,Scotland,Stirling
830,UK,England,
831,UK,England,Buckinghamshire
832,UK,England,London
833,UK,England,London
834,UK,England,London
835,UK,England,London
836,UK,England,London
837,UK,England,London
838,UK,England,London
839,UK,England,London
840,UK,England,Surrey
841,Israel,Tel Aviv,
842,USA,California,Burbank
843,USA,California,Burbank
844,USA,California,Burbank
845,USA,California,Burbank
846,USA,California,Burbank
847,USA,California,Burbank
848,USA,California,Burbank
849,USA,California,Burbank
850,USA,California,Burbank
851,USA,California,Carson
852,USA,California,Long Beach
853,USA,California,Long Beach
854,USA,California,Los Angeles
855,USA,California,Los Angeles
856,USA,California,Los Angeles
857,USA,California,San Francisco Bay
858,USA,New York,Long Island
859,USA,New York,Long Island
860,USA,New York,New York City
861,USA,New York,New York City
862,USA,New York,New York City
863,USA,New York,New York City
864,USA,New York,New York City
865,USA,Oregon,Portland
866,France,Paris,
867,France,Paris,Paris 13
868,France,Paris,Paris 16
869,France,Paris,Paris 16
870,France,Paris,Paris 16
871,France,Paris,Paris 8
872,France,Paris,Paris 8
873,Malaysia,Perak,
874,Thailand,,
875,USA,New York,New York City
876,Canada,British Columbia,Colwood
877,Canada,Ontario,Hamilton
878,Canada,Ontario,Niagara Falls
879,Canada,Ontario,Niagara-on-the-Lake
880,Canada,Ontario,Oshawa
881,Canada,Ontario,Oshawa
882,Canada,Ontario,St. Catharines
883,Canada,Ontario,Toronto
884,Canada,Ontario,Toronto
885,Canada,Ontario,Toronto
886,USA,New York,Buffalo
887,USA,New York,Niagara Falls
888,USA,California,Los Angeles
889,USA,California,Universal City
890,USA,California,Universal City
891,USA,California,Universal City
892,USA,California,Universal City
893,USA,Maine,Rockport
894,USA,New Mexico,Albuquerque
895,USA,New Mexico,Albuquerque
896,USA,New Mexico,Grants
897,USA,New York,New York City
898,USA,New York,New York City
899,USA,New York,New York City
900,USA,New York,New York City
901,USA,New York,New York City
902,USA,New York,New York City
903,USA,New York,New York City
904,USA,New York,New York City
905,USA,New York,New York City
906,Costa Rica,,
907,Kenya,,
908,Tanzania,,
909,USA,California,Arcadia
910,USA,California,Baldwin Park
911,USA,California,Los Angeles
912,USA,California,San Bernardino
913,Uganda,,
914,USA,California,Orange
915,USA,California,San Francisco
916,USA,California,Winters
917,USA,New York,New York City
918,USA,Pennsylvania,Philadelphia
919,Mexico,Coahuíla,Ciudad Acuña
920,USA,California,Los Angeles
921,USA,California,Los Angeles
922,USA,California,Los Angeles
923,USA,California,Los Angeles
924,USA,California,Los Angeles
925,USA,California,Los Angeles
926,USA,California,Los Angeles
927,USA,California,Los Angeles
928,USA,California,Malibu
929,USA,California,Pasadena
930,USA,California,Pasadena
931,USA,California,Piru
932,USA,Connecticut,Fairfield County
933,USA,Maryland,
934,USA,Maryland,Jessup
935,USA,Maryland,Jessup
936,USA,New York,New York City
937,USA,New York,New York City
938,USA,New York,New York City
939,USA,New York,New York City
940,USA,New York,New York City
941,USA,New York,New York City
942,USA,New York,New York City
943,USA,New York,New York City
944,USA,New York,New York City
945,USA,New York,New York City
