movieID	title	imdbID	year	rottenTomatoesID
136	From the Journals of Jean Seberg	113125	1995	130
137	Man of the Year	483726	2006	131
139	Hard Target	107076	1993	132
140	Up Close & Personal	118055	1996	133
141	The Birdcage	115685	1996	134
143	Gospa	113200	1995	135
144	The Brothers McMullen	112585	1995	136
145	Bad Boys	112442	1995	137
146	The Amazing Panda Adventure	112342	1995	138
147	The Basketball Diaries	112461	1995	139
148	An Awfully Big Adventure	112427	1995	140
149	The Moguls	405163	2005	141
150	Apollo 13	112384	1995	142
151	Rob Roy	114287	1995	143
152	Basic Instinct 2	430912	2006	144
153	Batman Forever	112462	1995	145
154	Belle de jour	61395	1967	146
155	Beyond Rangoon	112495	1995	147
156	Blue in the Face	112541	1995	148
157	Canadian Bacon	109370	1995	149
158	Casper	112642	1995	150
159	Clockers	112688	1995	151
160	Congo	112715	1995	152
161	Crimson Tide	112740	1995	153
162	Crumb	109508	1994	154
163	Desperado	112851	1995	155
164	Devil in a Blue Dress	112857	1995	156
165	Die Hard: With a Vengeance	112864	1995	157
166	The Doom Generation	112887	1995	158
167	Feast of July	113044	1995	159
168	First Knight	113071	1995	160
169	Free Willy 2: The Adventure Home	113114	1995	161
170	Hackers	113243	1995	162
171	Jeffrey	113464	1995	163
172	Johnny Mnemonic	113481	1995	164
173	Judge Dredd	113492	1995	165
174	Jury Duty	113500	1995	166
175	Kids	113540	1995	167
176	Living in Oblivion	113677	1995	168
177	Lord of Illusions	113690	1995	169
178	Love & Human Remains	107447	1993	170
179	Mad Love	113729	1995	171
180	Mallrats	113749	1995	172
181	Mighty Morphin Power Rangers: The Movie	113820	1995	173
182	Moonlight and Valentino	113851	1995	174
183	Mute Witness	110604	1994	175
184	Nadja	110620	1994	176
185	The Net	113957	1995	177
186	Nine Months	113986	1995	178
187	Party Girl	114095	1995	179
188	The Prophecy	114194	1995	180
189	The Reckless Moment	41786	1949	181
190	Fail-Safe	58083	1964	182
191	The Scarlet Letter	114345	1995	183
193	Showgirls	114436	1995	184
194	Smoke	114478	1995	185
195	Something to Talk About	114496	1995	186
196	Species	114508	1995	187
197	The Stars Fell on Henrietta	114534	1995	188
198	Strange Days	114558	1995	189
199	Les parapluies de Cherbourg	58450	1964	190
200	The Tie That Binds	114666	1995	191
201	Three Wishes	114663	1995	192
202	Total Eclipse	114702	1995	193
203	To Wong Foo Thanks for Everything Julie Newmar	114682	1995	194
204	Under Siege 2: Dark Territory	114781	1995	195
205	Unstrung Heroes	114798	1995	196
206	Unzipped	114805	1995	197
207	A Walk in the Clouds	114887	1995	198
208	Waterworld	114898	1995	199
209	White Man's Burden	114928	1995	200
210	Wild Bill	114938	1995	201
211	The Browning Version	43362	1951	202
212	Bushwhacked	112602	1995	203
213	Utomlyonnye solntsem	111579	1994	204
214	Before the Rain	110882	1994	205
215	Before Sunrise	112471	1995	206
216	Billy Madison	112508	1995	207
217	The Babysitters	796302	2007	208
218	Boys on the Side	112571	1995	209
219	The Cure	112757	1995	210
220	Castle Freak	112643	1995	211
222	Circle of Friends	112679	1995	212
223	Clerks.	109445	1994	213
224	Don Juan DeMarco	112883	1994	214
225	Disclosure	109635	1994	215
226	Tucker: The Man and His Dream	96316	1988	216
227	Drop Zone	109676	1994	217
228	Destiny Turns on the Radio	112854	1995	218
229	Death and the Maiden	109579	1994	219
230	Dolores Claiborne	109642	1995	220
231	Dumb & Dumber	109686	1994	221
232	Yin shi nan nu	111797	1994	222
233	Exotica	109759	1994	223
234	Exit to Eden	109758	1994	224
235	Ed Wood	109707	1994	225
236	French Kiss	113117	1995	226
237	Forget Paris	113097	1995	227
238	Far from Home: The Adventures of Yellow Dog	113028	1995	228
239	A Goofy Movie	113198	1995	229
240	Hideaway	113303	1995	230
241	Fluke	113089	1995	231
242	Farinelli	109771	1994	232
243	Flash Gordon	80745	1980	233
244	Gumby: The Movie	113234	1995	234
245	The Glass Shield	109906	1994	235
246	Hoop Dreams	110057	1994	236
247	Heavenly Creatures	110005	1994	237
248	Houseguest	110066	1995	238
249	Immortal Beloved	110116	1994	239
250	Heavy Weights	110006	1995	240
251	The Hunted	269347	2003	241
252	I.Q.	110099	1994	242
253	Interview with the Vampire: The Vampire Chronicles	110148	1994	243
254	Jefferson in Paris	113463	1995	244
255	The Jerky Boys	110189	1995	245
256	Junior	110216	1994	246
257	Just Cause	113501	1995	247
258	A Kid in King Arthur's Court	113538	1995	248
259	Kiss of Death	113552	1995	249
260	Star Wars	76759	1977	250
261	Little Women	110367	1994	251
262	A Little Princess	113670	1995	252
263	Ladybird Ladybird	110296	1994	253
264	L'enfer	109731	1994	254
265	Como agua para chocolate	103994	1992	255
266	Legends of the Fall	110322	1994	256
267	Major Payne	110443	1995	257
268	Little Odessa	110365	1994	258
269	Mi vida loca	107566	1993	259
270	Love Affair	110391	1994	260
271	Losing Isaiah	113691	1995	261
272	The Madness of King George	110428	1994	262
273	Frankenstein	21884	1931	263
274	Man of the House	331933	2005	264
275	Mixed Nuts	110538	1994	265
276	Milk Money	110516	1994	266
277	Miracle on 34th Street	39628	1947	267
278	Miami Rhapsody	113808	1995	268
279	My Family	113896	1995	269
280	Murder in the First	113870	1995	270
281	Nobody's Fool	91642	1986	271
282	Nell	110638	1994	272
283	New Jersey Drive	113967	1995	273
284	Nyû Yôku no koppu	117169	1993	274
285	Beyond Bedlam	106402	1994	275
286	Nemesis 2: Nebula	113948	1995	276
287	Nina Takes a Lover	110671	1994	277
288	Natural Born Killers	110632	1994	278
289	Only You	110737	1994	279
290	Once Were Warriors	110729	1994	280
291	Poison Ivy II	114151	1996	281
292	Outbreak	114069	1995	282
293	Léon	110413	1994	283
294	The Perez Family	114113	1995	284
295	A Pyromaniac's Love Story	114210	1995	285
296	Pulp Fiction	110912	1994	286
297	The Pink Panther 2	838232	2009	287
298	Tui shou	105652	1992	288
299	Priest	110889	1994	289
300	Quiz Show	110932	1994	290
301	Picture Bride	114129	1994	291
302	La reine Margot	110963	1994	292
303	The Quick and the Dead	114214	1995	293
304	Roommates	114296	1995	294
305	Prêt-à-Porter	110907	1994	295
306	Trois couleurs: Rouge	111495	1994	296
307	Trois couleurs: Bleu	108394	1993	297
308	Trzy kolory: Bialy	111507	1994	298
309	Pao Da Shuang Deng	110769	1994	299
310	Rent-a-Kid	114268	1995	300
312	Stuart Saves His Family	114571	1995	301
313	The Swan Princess	111333	1994	302
314	The Secret of Roan Inish	111112	1994	303
315	The Specialist	111255	1994	304
316	Stargate	111282	1994	305
317	Santa Claus	89961	1985	306
318	The Shawshank Redemption	111161	1994	307
319	Shallow Grave	111149	1994	308
320	Suture	108260	1993	309
321	Fresa y chocolate	106966	1994	310
322	Swimming with Sharks	114594	1994	311
324	The Sum of Us	111309	1994	312
325	Senior Trip	113936	1995	313
326	Huozhe	110081	1994	314
327	Tank Girl	114614	1995	315
328	Tales from the Crypt: Demon Knight	114608	1995	316
329	Star Trek: Generations	111280	1994	317
330	Tales from the Hood	114609	1995	318
331	Tom & Viv	111454	1994	319
332	Village of the Damned	114852	1995	320
333	Tommy Boy	114694	1995	321
334	Vanya on 42nd Street	111590	1994	322
335	Underneath	114788	1995	323
336	Incubo sulla città contaminata	80931	1980	324
337	What's Eating Gilbert Grape	108550	1993	325
338	Virtuosity	114857	1995	326
339	While You Were Sleeping	114924	1995	327
340	War	499556	2007	328
341	Double Happiness	109655	1994	329
342	Muriel's Wedding	110598	1994	330
343	The Baby-Sitters Club	112435	1995	331
344	Ace Ventura: Pet Detective	109040	1994	332
345	The Adventures of Priscilla Queen of the Desert	109045	1994	333
346	Backbeat	106339	1994	334
347	Bitter Moon	104779	1992	335
348	Bullets Over Broadway	109348	1994	336
349	Clear and Present Danger	109444	1994	337
350	The Client	109446	1994	338
351	"Corrina, Corrina"	109484	1994	339
352	Crooklyn	109504	1994	340
353	The Crow	109506	1994	341
354	Cobb	109450	1994	342
355	The Flintstones	109813	1994	343
356	Forrest Gump	109830	1994	344
357	Four Weddings and a Funeral	109831	1994	345
358	Higher Learning	113305	1995	346
359	I Like It Like That	110091	1994	347
360	I Love Trouble	110093	1994	348
361	It Could Happen to You	110167	1994	349
362	The Jungle Book	61852	1967	350
363	Die Macht der Bilder: Leni Riefenstahl	107472	1993	351
364	The Lion King	110357	1994	352
365	Little Buddha	107426	1993	353
366	New Nightmare	111686	1994	354
367	The Mask	110475	1994	355
368	Maverick	110478	1994	356
369	Mrs. Parker and the Vicious Circle	110588	1994	357
370	Naked Gun 33 1/3: The Final Insult	110622	1994	358
371	The Paper	110771	1994	359
372	Reality Bites	110950	1994	360
373	Red Rock West	105226	1993	361
374	Ri¢hie Ri¢h	110989	1994	362
375	Safe Passage	111054	1994	363
376	The River Wild	110997	1994	364
377	Speed	111257	1994	365
378	Speechless	111256	1994	366
379	Timecop	111438	1994	367
380	True Lies	111503	1994	368
381	When a Man Loves a Woman	111693	1994	369
382	Wolf	111742	1994	370
383	Wyatt Earp	111756	1994	371
384	Bad Company	280486	2002	372
385	A Man of No Importance	110455	1994	373
386	S.F.W.	111048	1994	374
387	A Low Down Dirty Shame	110399	1994	375
388	This Boy's Life	108330	1993	376
389	Le colonel Chabert	109454	1994	377
390	"Faster, Pussycat! Kill! Kill!"	59170	1965	378
391	Jason's Lyric	110186	1994	379
392	The Secret Adventures of Tom Thumb	108069	1993	380
393	Street Fighter	111301	1994	381
394	In Cold Blood	61809	1967	382
395	Desert Winds	112849	1995	383
396	Fall Time	113014	1995	384
397	Cape Fear	101540	1991	385
398	Frank and Ollie	113104	1995	386
401	Mirage	59448	1965	387
402	Open Season	400717	2006	388
404	Brother Minister: The Assassination of Malcolm X	109339	1994	389
405	Highlander III: The Sorcerer	110027	1994	390
406	Federal Hill	109785	1994	391
407	In the Mouth of Madness	113409	1995	392
408	8 Seconds	109021	1994	393
409	Above the Rim	109035	1994	394
410	Addams Family Values	106220	1993	395
412	The Age of Innocence	106226	1993	396
413	Airheads	109068	1994	397
414	The Air Up There	109067	1994	398
415	Another Stakeout	106292	1993	399
416	Bad Girls	109198	1994	400
417	Vicky Cristina Barcelona	497465	2008	401
418	Being Human	1349938	2008	402
419	The Beverly Hillbillies	106400	1993	403
420	Beverly Hills Cop III	109254	1994	404
421	Black Beauty	109279	1994	405
423	Blown Away	109303	1994	406
424	Blue Chips	109305	1994	407
425	Blue Sky	109306	1994	408
426	Invasion of the Body Snatchers	49366	1956	409
427	Boxing Helena	106471	1993	410
428	A Bronx Tale	106489	1993	411
429	Cabin Boy	109361	1994	412
430	Calendar Girls	337909	2003	413
431	Carlito's Way	106519	1993	414
432	City Slickers II: The Legend of Curly's Gold	109439	1994	415
433	Clean Slate	109443	1994	416
434	Cliffhanger	106582	1993	417
435	Coneheads	106598	1993	418
436	Color of Night	109456	1994	419
437	Cops and Robbersons	109480	1994	420
438	The Cowboy Way	109493	1994	421
440	Dave	106673	1993	422
441	Dazed and Confused	106677	1993	423
442	Demolition Man	106697	1993	424
443	The Endless Summer 2	109729	1994	425
444	Even Cowgirls Get the Blues	106834	1993	426
445	Fatal Instinct	106873	1993	427
446	Ba wang bie ji	106332	1993	428
447	The Favor	109783	1994	429
448	Huo Yuan Jia	446059	2006	430
449	Fear of a Black Hat	106880	1994	431
450	With Honors	111732	1994	432
451	Flesh and Bone	106926	1993	433
452	Widows' Peak	111712	1994	434
453	For Love or Money	106941	1993	435
454	The Firm	106918	1993	436
455	Free Willy	106965	1993	437
456	Fresh	109842	1994	438
457	The Fugitive	106977	1993	439
458	Geronimo: An American Legend	107004	1993	440
459	A Perfect Getaway	971209	2009	441
460	Getting Even with Dad	109891	1994	442
461	Go Fish	109913	1994	443
462	A Good Man in Africa	109920	1994	444
463	Guilty as Sin	107057	1993	445
464	Hard Target	107076	1993	446
465	Heaven & Earth	107096	1993	447
466	Hot Shots! Part Deux	107144	1993	448
467	Live Nude Girls	113674	1995	449
468	The Englishman Who Went Up a Hill But Came Down a Mountain	112966	1995	450
469	The House of the Spirits	107151	1993	451
470	House Party 3	110064	1994	452
471	The Hudsucker Proxy	110074	1994	453
472	I'll Do Anything	110097	1994	454
473	In the Army Now	110123	1994	455
474	In the Line of Fire	107206	1993	456
475	In the Name of the Father	107207	1993	457
476	The Inkwell	110137	1994	458
477	What's Love Got to Do with It	108551	1993	459
478	Jimmy Hollywood	110197	1994	460
479	Judgment Night	107286	1993	461
480	Jurassic Park	107290	1993	462
481	Kalifornia	107302	1993	463
482	Killing Zoe	110265	1993	464
483	King of the Hill	107322	1993	465
484	Lassie	110305	1994	466
485	Last Action Hero	107362	1993	467
486	Life with Mikey	107413	1993	468
487	Lightning Jack	110353	1994	469
488	M. Butterfly	107468	1993	470
489	Made in America	107478	1993	471
490	Malice	107497	1993	472
491	The Man Without a Face	107501	1993	473
492	Manhattan Murder Mystery	107507	1993	474
493	Menace II Society	107554	1993	475
494	Executive Decision	116253	1996	476
495	Ai no korîda	74102	1976	477
496	What Happened Was...	111689	1994	478
497	Much Ado About Nothing	107616	1993	479
498	Mr. Jones	107611	1993	480
499	Mr. Wonderful	107613	1993	481
500	Mrs. Doubtfire	107614	1993	482
501	Naked	107653	1993	483
502	The Next Karate Kid	110657	1994	484
503	The New Age	110649	1994	485
504	No Escape	110678	1994	486
505	North	110687	1994	487
506	Orlando	107756	1992	488
507	A Perfect World	107808	1993	489
508	Philadelphia	107818	1993	490
509	The Piano	107822	1993	491
510	Poetic Justice	107840	1993	492
511	The Program	107889	1993	493
512	The Puppet Masters	111003	1994	494
513	Radioland Murders	110939	1994	495
514	The Ref	110955	1994	496
515	The Remains of the Day	107943	1993	497
516	Renaissance Man	110971	1994	498
517	Rising Sun	107969	1993	499
518	The Road to Wellville	111001	1994	500
519	RoboCop 3	107978	1993	501
520	Robin Hood: Men in Tights	107977	1993	502
521	Romeo Is Bleeding	107983	1993	503
522	Romper Stomper	105275	1992	504
523	Ruby in Paradise	108000	1993	505
524	Rudy	108002	1993	506
525	The Saint of Fort Washington	108026	1993	507
526	Les nuits fauves	105032	1992	508
527	Schindler's List	108052	1993	509
528	The Last Boy Scout	102266	1991	510
529	Searching for Bobby Fischer	108065	1993	511
530	Second Best	328390	2004	512
531	The Secret Garden	108071	1993	513
532	Serial Mom	111127	1994	514
533	Kagemusha	80979	1980	515
534	Shadowlands	108101	1993	516
535	Short Cuts	108122	1993	517
536	A Simple Twist of Fate	111194	1994	518
537	Sairen	494815	2006	519
538	Six Degrees of Separation	108149	1993	520
539	Sleepless in Seattle	108160	1993	521
540	Sliver	108162	1993	522
541	Blade Runner	83658	1982	523
542	Son in Law	108186	1993	524
543	So I Married an Axe Murderer	108174	1993	525
544	Striking Distance	108238	1993	526
545	Harem suaré	179841	1999	527
546	Super Mario Bros.	108255	1993	528
547	Surviving the Game	111323	1994	529
548	Terminal Velocity	111400	1994	530
549	Thirty Two Short Films About Glenn Gould	108328	1993	531
550	Threesome	111418	1994	532
551	The Nightmare Before Christmas	107688	1993	533
552	The Three Musketeers	108333	1993	534
553	Tombstone	108358	1993	535
554	Law & Order: Trial by Jury	406429	2005	536
555	True Romance	108399	1993	537
556	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	57012	1964	538
558	The Pagemaster	110763	1994	539
559	2 Days in Paris	841044	2007	540
560	"The Beans of Egypt, Maine"	109226	1994	541
561	Killer Movie	988083	2008	542
562	Welcome to the Dollhouse	114906	1995	543
563	Germinal	107002	1993	544
564	Chugyeogja	1190539	2008	545
565	Cronos	104029	1993	546
566	Naked in New York	110623	1993	547
567	Kika	107315	1993	548
568	Bhaji on the Beach	106408	1993	549
569	Little Big League	110363	1994	550
570	Kådisbellan	107349	1993	551
571	Wide-Eyed and Legless	111709	1993	552
572	Foreign Student	109828	1994	553
573	Io speriamo che me la cavo	107225	1992	554
574	Spanking the Monkey	111252	1994	555
575	The Little Rascals	110366	1994	556
577	Andre	109120	1994	557
579	La scorta	108059	1993	558
580	Princess Caraboo	110892	1994	559
581	The Celluloid Closet	112651	1995	560
582	Métisse	107642	1993	561
583	Caro diario	109382	1993	562
585	The Brady Bunch Movie	112572	1995	563
586	Home Alone	99785	1990	564
587	Ghost	99653	1990	565
588	Aladdin	103639	1992	566
589	Terminator 2: Judgment Day	103064	1991	567
590	Dances with Wolves	99348	1990	568
591	Tough and Deadly	114706	1995	569
592	Batman	60153	1966	570
593	The Silence of the Lambs	102926	1991	571
594	Snow White and the Seven Dwarfs	29583	1937	572
595	Beauty and the Beast	101414	1991	573
596	Pinocchio	32910	1940	574
597	Pretty Woman	100405	1990	575
598	Okno v Parizh	110719	1994	576
599	The Wild Bunch	65214	1969	577
600	Love and a .45	110395	1994	578
602	A Great Day in Harlem	109934	1994	579
603	Bye Bye Love	112606	1995	580
605	One Fine Day	117247	1996	581
606	Candyman: Farewell to the Flesh	112625	1995	582
608	Fargo	116282	1996	583
609	Homeward Bound II: Lost in San Francisco	116552	1996	584
610	Heavy Metal	82509	1981	585
611	Hellraiser: Bloodline	116514	1996	586
612	The Pallbearer	117283	1996	587
613	Jane Eyre	780362	2006	588
614	Loaded	893406	2008	589
615	Pane e cioccolata	70506	1973	590
616	The AristoCats	65421	1970	591
617	La flor de mi secreto	113083	1995	592
618	Two Much	118001	1995	593
619	Ed	247091	2000	594
620	Cerro Torre: Schrei aus Stein	102855	1991	595
621	Ma saison préférée	107471	1993	596
623	A Modern Affair	113839	1995	597
624	Condition Red	112712	1995	598
625	Asfour Stah	90665	1990	599
626	A Thin Line Between Love and Hate	117891	1996	600
627	The Last Supper	113613	1995	601
628	Primal Fear	117381	1996	602
629	Rude Boy	81441	1980	603
630	Carried Away	115837	1996	604
631	All Dogs Go to Heaven 2	115509	1996	605
632	Land and Freedom	114671	1995	606
633	Denise Calls Up	112844	1995	607
634	Theodore Rex	114658	1995	608
635	A Family Thing	116275	1996	609
636	Nina Frisk	827729	2007	610
637	Sgt. Bilko	117608	1996	611
638	Jack & Sarah	113448	1995	612
639	Girl 6	116414	1996	613
640	Diabolique	116095	1996	614
641	Un indien dans la ville	111543	1994	615
643	Peanuts - Die Bank zahlt alles	117312	1996	616
645	Nelly & Monsieur Arnaud	113947	1995	617
647	Courage Under Fire	115956	1996	618
648	Mission: Impossible III	317919	2006	619
649	Cold Fever	109028	1995	620
650	Moll Flanders	117071	1996	621
651	Das Superweib	117788	1996	622
652	"301, 302"	112257	1995	623
653	DragonHeart	116136	1996	624
655	Mutters Courage	117117	1995	625
656	48 Hrs.	83511	1982	626
658	Billy's Holiday	112509	1995	627
659	Plein soleil	54189	1960	628
660	August Rush	426931	2007	629
661	James and the Giant Peach	116683	1996	630
662	Fear	116287	1996	631
663	Kids in the Hall: Brain Candy	116768	1996	632
664	Faithful	116269	1996	633
665	Underground	114787	1995	634
666	Lust och fägring stor	113720	1995	635
667	Bloodsport 2	112536	1996	636
668	Pather Panchali	48473	1955	637
670	Apur Sansar	52572	1959	638
671	Mystery Science Theater 3000: The Movie	117128	1996	639
673	Space Jam	117705	1996	640
674	Barbarella	62711	1968	641
678	Some Folks Call It a Sling Blade	108181	1994	642
679	The Run of the Country	114307	1995	643
680	"Alphaville, une étrange aventure de Lemmy Caution"	58898	1965	644
681	Coup de torchon	82206	1981	645
682	Tigrero: A Film That Was Never Made	111430	1994	646
683	L'oeil de Vichy	107727	1993	647
685	It's My Party	113443	1996	648
687	Country Life	109491	1994	649
688	Operation Dumbo Drop	114048	1995	650
690	Das Versprechen	111613	1995	651
691	Mrs. Winterbourne	117104	1996	652
692	Solo	117688	1996	653
693	Etz Hadomim Tafus	109751	1995	654
694	The Substitute	117774	1996	655
695	True Crime	139668	1999	656
696	Butterfly Kiss	112604	1995	657
697	Feeling Minnesota	116289	1996	658
698	Delta of Venus	109593	1995	659
700	"Angus, Thongs and Perfect Snogging"	963743	2008	660
701	Daens	104046	1992	661
702	Face/Off	119094	1997	662
703	Boy A	1078188	2007	663
704	Galaxy Quest	177789	1999	664
705	Così fan tutte	104014	1992	665
706	Sunset Park	117784	1996	666
707	Mulholland Falls	117107	1996	667
708	The Truth About Cats & Dogs	117979	1996	668
709	Oliver & Company	95776	1988	669
710	Celtic Pride	115851	1996	670
711	Flipper	116322	1996	671
712	La captive	216605	2000	672
713	Of Love and Shadows	110712	1994	673
714	Dead Man	112817	1995	674
715	Le hussard sur le toit	113362	1995	675
716	The Jezebels	73778	1975	676
717	Boca a boca	112546	1995	677
718	Les visiteurs	108500	1993	678
719	Multiplicity	117108	1996	679
720	Wallace & Gromit: The Best of Aardman Animation	118114	1996	680
722	The Haunted World of Edward D. Wood Jr.	113270	1995	681
724	The Craft	115963	1996	682
725	The Great White Hype	116448	1996	683
726	Save the Last Dance	206275	2001	684
727	War Stories	315091	2003	685
728	Cold Comfort Farm	112701	1995	686
729	"Institute Benjamenta, or This Dream People Call Human Life"	113429	1995	687
730	The Riches	496343	2007	688
731	Heaven's Prisoners	116508	1996	689
733	The Rock	117500	1996	690
734	Getting Away with Murder	116405	1996	691
735	Dellamorte Dellamore	109592	1994	692
736	Twister	117998	1996	693
737	Barb Wire	115624	1996	694
738	Le garçu	113145	1995	695
741	Kôkaku kidôtai	113568	1995	696
742	Thinner	117894	1996	697
743	Spy Hard	117723	1996	698
744	Brothers in Trouble	112586	1995	699
745	Wallace and Gromit in A Close Shave	112691	1995	700
746	Force of Evil	40366	1948	701
747	The Stupids	117768	1996	702
748	The Arrival	115571	1996	703
750	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	57012	1964	704
751	Careful	103926	1992	705
753	A Month by the Lake	113849	1995	706
754	Gold Diggers: The Secret of Bear Mountain	113188	1995	707
755	Kim	42644	1950	708
756	Carmen Miranda: Bananas Is My Business	109381	1995	709
757	Dung che sai duk	1233247	1994	710
759	Maya Lin: A Strong Clear Vision	110480	1994	711
760	Stalingrad	108211	1993	712
761	Star Wars: Episode I - The Phantom Menace	120915	1999	713
762	Striptease	117765	1996	714
763	The Last of the High Kings	116833	1996	715
764	This Is Spinal Tap	88258	1984	716
765	Jack	116669	1996	717
766	I Shot Andy Warhol	116594	1996	718
767	The Grass Harp	113211	1995	719
769	Marlene Dietrich: Shadow and Light	116992	1996	720
771	La môme	450188	2007	721
774	Wend Kuuni	84898	1982	722
775	Histoires extraordinaires	63715	1968	723
778	Trainspotting	117951	1996	724
779	'Til There Was You	118523	1997	725
780	Independence Day	116629	1996	726
781	Stealing Beauty	117737	1996	727
782	The Fan	116277	1996	728
783	The Hunchback of Notre Dame	31455	1939	729
784	The Cable Guy	115798	1996	730
785	Kingpin	116778	1996	731
786	Eraser	116213	1996	732
787	The Gate of Heavenly Peace	113147	1995	733
788	The Nutty Professor	117218	1996	734
789	"Yo, la peor de todas"	100990	1990	735
791	"The Last Klezmer: Leopold Kozlowski, His Life and Music"	113610	1994	736
792	"Hol volt, hol nem volt"	93199	1987	737
793	En compagnie d'Antonin Artaud	106810	1993	738
795	Somebody to Love	111237	1994	739
